DistanceToCenter,Total,Living,Kitchen,Repair,RoomsNumber,FurnitureExistence,FloorNumber,Year,NumberOfFloors,RoofType,BuildingType,OverlappingsType,MaterialWalls,PowerСlass,Chute,Playground,Sportsground,PowerSupply,ColdWaterSupply,HotWaterSupply,HeatSupply,GasSupply,WaterDisposal,FireSystem,Id,Adress,Region,City,District,Street,House,Latitude,Longitude,Cost
5164.777627,44,19,14,,1,False,6,,17,,,,,,False,False,False,,,,,,,False,1437," Иваново,  Октябрьский район, Дюковская ул,27а",Ивановская область, Иваново, Октябрьский, Дюковская ,27а,57.0353706,40.9229154,1550000
5164.777627,83,47,15,,3,False,11,,17,,,,,,False,False,False,,,,,,,False,1438," Иваново,  Октябрьский район, Дюковская ул,27а",Ивановская область, Иваново, Октябрьский, Дюковская ,27а,57.0353706,40.9229154,2950000
5164.777627,83,47,15,,3,False,6,,17,,,,,,False,False,False,,,,,,,False,1439," Иваново,  Октябрьский район, Дюковская ул,27а",Ивановская область, Иваново, Октябрьский, Дюковская ,27а,57.0353706,40.9229154,2850000
2082.803937,58,36,7,,2,False,2,1952,5,1,,7,5,,False,True,False,,,,,,,False,1521," Иваново,  Ленинский район, Суворова ул,42",Ивановская область, Иваново, Ленинский, Суворова ,42,56.9940946,41.0052818,2220000
4433.771781,28,26,,,1,False,2,,18,,,,,,False,False,False,,,,,,,False,1440," Иваново,  Ленинский район, Камвольная 2-я ул",Ивановская область, Иваново, Ленинский, Камвольная 2-я ул,,56.9712298,41.0268471,1024000
4433.771781,28,27,,,1,False,2,,18,,,,,,False,False,False,,,,,,,False,1441," Иваново,  Ленинский район, Камвольная 2-я ул",Ивановская область, Иваново, Ленинский, Камвольная 2-я ул,,56.9712298,41.0268471,1049000
4433.771781,54,30,12,,2,False,2,,18,,,,,,False,False,False,,,,,,,False,1442," Иваново,  Ленинский район, Камвольная 2-я ул",Ивановская область, Иваново, Ленинский, Камвольная 2-я ул,,56.9712298,41.0268471,2057000
1354.229982,111,65,27,,3,False,3,,18,,,,,,False,False,False,,,,,,,False,1443," Иваново,  Ленинский район, Профсоюзная ул,4",Ивановская область, Иваново, Ленинский, Профсоюзная ,4,57.0031029,40.9909373,4260000
5034.985582,40,16,10,,1,False,12,,14,,,,,,False,False,False,,,,,,,False,1444," Иваново,  Октябрьский район, Дюковская ул,25",Ивановская область, Иваново, Октябрьский, Дюковская ,25,57.0344665,40.9242812,1699000
5034.985582,40,16,10,,1,False,14,,14,,,,,,False,False,False,,,,,,,False,1445," Иваново,  Октябрьский район, Дюковская ул,25",Ивановская область, Иваново, Октябрьский, Дюковская ,25,57.0344665,40.9242812,1658000
5034.985582,71,41,12,,2,False,6,,14,,,,,,False,False,False,,,,,,,False,1446," Иваново,  Октябрьский район, Дюковская ул,25",Ивановская область, Иваново, Октябрьский, Дюковская ,25,57.0344665,40.9242812,2797000
5034.985582,75,38,14,,2,False,6,,14,,,,,,False,False,False,,,,,,,False,1447," Иваново,  Октябрьский район, Дюковская ул,25",Ивановская область, Иваново, Октябрьский, Дюковская ,25,57.0344665,40.9242812,2929000
5034.985582,103,63,14,,3,False,8,,14,,,,,,False,False,False,,,,,,,False,1448," Иваново,  Октябрьский район, Дюковская ул,25",Ивановская область, Иваново, Октябрьский, Дюковская ,25,57.0344665,40.9242812,3611000
5034.985582,103,63,14,,3,False,9,,14,,,,,,False,False,False,,,,,,,False,1449," Иваново,  Октябрьский район, Дюковская ул,25",Ивановская область, Иваново, Октябрьский, Дюковская ,25,57.0344665,40.9242812,3611000
5034.985582,103,63,14,,3,False,11,,14,,,,,,False,False,False,,,,,,,False,1450," Иваново,  Октябрьский район, Дюковская ул,25",Ивановская область, Иваново, Октябрьский, Дюковская ,25,57.0344665,40.9242812,3611000
4880.902363,37,16,9,,1,False,9,,10,,,,,,False,False,False,,,,,,,False,1451," Иваново,  Октябрьский район, Революционная ул",Ивановская область, Иваново, Октябрьский, Революционная ул,,57.0316986,40.9216607,1700000
4868.971831,88,45,11,,3,False,8,,10,,,,,,False,False,False,,,,,,,False,1452," Иваново,  Октябрьский район, Революционная ул,24",Ивановская область, Иваново, Октябрьский, Революционная ,24,57.0314557,40.9214136,3385000
4302.860132,72,36,12,,2,False,5,,9,,,,,,False,False,False,,,,,,,False,1453," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2520000
4302.860132,81,50,14,,2,False,4,,9,,,,,,False,False,False,,,,,,,False,1454," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2940000
4302.860132,68,40,12,,2,False,4,,9,,,,,,False,False,False,,,,,,,False,1455," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2618000
4302.860132,70,40,13,,2,False,6,,9,,,,,,False,False,False,,,,,,,False,1456," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2753000
4302.860132,70,40,13,,2,False,2,,9,,,,,,False,False,False,,,,,,,False,1457," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2635000
4302.860132,68,40,12,,2,False,7,,9,,,,,,False,False,False,,,,,,,False,1458," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2618000
4302.860132,67,40,10,,2,False,3,,9,,,,,,False,False,False,,,,,,,False,1459," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2578000
4302.860132,72,42,15,,2,False,4,,9,,,,,,False,False,False,,,,,,,False,1460," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2745000
4302.860132,72,42,15,,2,False,3,,9,,,,,,False,False,False,,,,,,,False,1461," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2740000
4302.860132,62,36,13,,2,False,5,,9,,,,,,False,False,False,,,,,,,False,1462," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2395000
4302.860132,62,36,13,,2,False,4,,9,,,,,,False,False,False,,,,,,,False,1463," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2395000
4302.860132,67,40,10,,2,False,5,,9,,,,,,False,False,False,,,,,,,False,1464," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2582000
4302.860132,39,18,10,,1,False,1,,9,,,,,,False,False,False,,,,,,,False,1465," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,1547000
4302.860132,83,50,12,,3,False,7,,9,,,,,,False,False,False,,,,,,,False,1466," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,2990000
4302.860132,87,53,14,,3,False,8,,9,,,,,,False,False,False,,,,,,,False,1467," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,3171000
4302.860132,87,53,14,,3,False,2,,9,,,,,,False,False,False,,,,,,,False,1468," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,3153000
4302.860132,86,52,13,,3,False,3,,9,,,,,,False,False,False,,,,,,,False,1469," Иваново,  Октябрьский район, Авдотьинский 3-й пер",Ивановская область, Иваново, Октябрьский, Авдотьинский 3-й пер,,57.0268556,40.9258377,3150000
