totalArea,floorNumber,floorsTotal,wallsMaterial,latitude,longitude,price
38,9,10,,57.0316986,40.9216607,1700000
62,2,2,5,56.979346,40.95741,1700000
40,6,14,,57.0344665,40.9242812,1700000
41,11,17,,57.0028513,40.9657413,1700000
40,1,5,,56.9940983,40.9270845,1700000
42,5,5,,56.9633693,40.9940312,1700000
42,1,2,5,57.016,41.0163889,1700000
43,8,17,,57.0336944,40.9177299,1705000
43,9,17,,57.0336944,40.9177299,1705000
43,10,17,,57.0336944,40.9177299,1705000
43,11,17,,57.0336944,40.9177299,1705000
43,12,17,,57.0336944,40.9177299,1705000
34,16,20,,56.993567,40.993566,1705000
44,1,5,,56.9563534,41.039642,1706000
44,1,5,,56.9563534,41.039642,1706000
44,5,17,,56.9737395,40.9811957,1708000
42,5,5,,57.0089214,40.989258,1710000
43,15,17,,57.0336944,40.9177299,1710000
37,13,14,5,57.0173165,41.0178461,1710000
34,10,20,,56.993567,40.993566,1710000
34,15,20,,56.993567,40.993566,1710000
40,6,9,,57.0268556,40.9258377,1712000
40,6,9,,57.0264892,40.9244187,1712000
40,6,9,,57.0264892,40.9244187,1712000
43,9,17,,57.0353706,40.9229154,1712000
37,1,10,,56.981177,40.993567,1714000
37,1,10,,56.979075,40.9998909,1714000
37,1,10,,56.981177,40.993567,1714000
37,1,10,,56.981177,40.993567,1714000
43,14,17,,57.0336944,40.9177299,1715000
55,1,14,,57.0349765,40.925136,1715000
36,2,10,,56.989946,40.9714631,1716000
40,9,14,,56.966161,41.0253887,1720000
41,3,5,,57.0032182,40.9936447,1720000
42,8,15,,56.9902713,40.9755242,1720000
44,8,15,,56.9908674,40.9306046,1720000
42,5,17,,56.9726955,41.0108145,1720000
36,7,10,,56.989946,40.9714631,1720000
38,6,10,,56.981177,40.993567,1720000
42,5,5,5,56.9667595,40.978959,1720000
42,1,5,5,57.0103133,40.9838651,1720000
37,17,17,,57.0336944,40.9177299,1720000
40,2,9,,57.001397,40.935546,1720000
37,1,5,4,57.0314963,40.9215049,1720000
35,18,20,,56.993567,40.993566,1720000
34,2,8,,57.001397,40.935546,1722000
36,6,8,,57.0019052,40.9305844,1722000
40,6,8,,57.001276,40.942754,1722000
45,2,5,,56.9563534,41.039642,1725000
45,3,5,,56.9563534,41.039642,1725000
45,5,5,,56.9563534,41.039642,1725000
45,2,5,,56.9563534,41.039642,1725000
45,5,5,,56.9563534,41.039642,1725000
43,13,17,,57.0336944,40.9177299,1725000
46,13,17,,56.9726955,41.0108145,1730000
53,5,5,4,56.981273,40.9961389,1730000
36,2,10,,57.0299794,40.9205874,1730000
44,2,5,,56.9860394,41.0030177,1730000
50,4,5,,56.9693374,41.0001979,1730000
41,1,5,,57.0197758,41.0160956,1730000
45,1,5,5,56.973793,41.0020782,1730000
37,17,17,,57.0336944,40.9177299,1730000
46,6,17,,56.9726955,41.0108145,1730000
35,6,9,,56.9570864,40.9969447,1730000
41,4,17,,56.9726955,41.0108145,1730000
37,2,5,,56.9948094,41.0239118,1730000
35,1,9,5,57.031286,40.9218209,1730000
40,8,14,,57.0344665,40.9242812,1730000
42,5,17,,56.9726955,41.0108145,1730000
45,2,5,5,57.037718,40.957275,1730000
46,14,14,,57.0344665,40.9242812,1732000
36,2,10,,56.989946,40.9714631,1733000
36,7,10,,56.989946,40.9714631,1739000
36,9,10,,56.989946,40.9714631,1739000
40,17,17,,57.0161915,40.9716018,1739000
43,4,5,,56.966892,40.9611651,1740000
36,16,17,,57.0336944,40.9177299,1740000
36,16,17,,57.0336944,40.9177299,1740000
37,17,17,,57.0336944,40.9177299,1740000
37,16,17,,57.0336944,40.9177299,1740000
31,8,15,,56.9748045,41.0023263,1740000
44,9,17,,57.0353706,40.9229154,1740000
39,2,10,,56.981177,40.993567,1743000
38,4,9,,56.979075,40.9998909,1745000
36,3,10,,56.989946,40.9714631,1745000
36,4,10,,56.989946,40.9714631,1745000
36,5,10,,56.989946,40.9714631,1745000
38,2,10,,56.981177,40.993567,1746000
39,10,14,,56.971523,40.9709699,1746000
39,9,14,,56.971523,40.9709699,1746000
39,8,14,,56.971523,40.9709699,1746000
39,10,15,,56.971523,40.9709699,1746000
38,8,10,,56.981177,40.993567,1746000
38,2,10,,56.981177,40.993567,1746000
38,4,10,,56.981177,40.993567,1746000
36,8,10,,56.989946,40.9714631,1747000
36,10,10,,56.989946,40.9714631,1747000
38,11,17,,57.0313947,40.9212766,1749000
48,1,17,,57.0353706,40.9229154,1750000
37,3,14,5,56.9748045,41.0023263,1750000
46,5,5,5,57.0033914,40.9581087,1750000
33,2,5,5,56.9799942,40.9692275,1750000
42,5,5,5,57.008146,40.9477671,1750000
47,5,5,4,57.0222837,41.011925,1750000
40,4,5,5,56.970629,41.005465,1750000
45,4,5,4,56.9588797,41.0074644,1750000
48,1,18,,57.0353706,40.9229154,1750000
48,1,17,,57.0353706,40.9229154,1750000
45,5,5,5,57.0193221,40.9631582,1750000
45,1,5,,56.981203,40.966923,1750000
41,4,17,,56.9726955,41.0108145,1750000
43,4,5,5,57.0193221,40.9631582,1750000
35,5,10,,56.997419,40.953456,1750000
43,4,5,5,57.0193221,40.9631582,1750000
65,2,5,4,57.0071668,40.8862371,1750000
43,1,10,5,57.0323218,40.9204668,1750000
45,5,5,5,56.973861,40.966897,1750000
48,1,5,,56.9563534,41.039642,1750000
48,1,17,,57.0353706,40.9229154,1750000
48,1,17,,57.0353706,40.9229154,1750000
38,4,5,5,57.0453204,40.9480145,1750000
52,5,5,5,56.989063,41.002415,1750000
44,5,5,,57.0123382,40.9860907,1750000
33,4,7,5,57.015305,41.006552,1750000
46,4,5,,56.99437,41.0079726,1750000
43,2,5,,56.9681479,41.009116,1750000
46,3,17,,56.9726955,41.0108145,1750000
56,3,5,,57.0446483,40.9444397,1750000
60,5,5,,56.9996062,40.9295462,1750000
49,1,3,5,57.035593,40.945592,1750000
42,12,17,,56.9726955,41.0108145,1750000
44,3,5,,56.958613,40.9873629,1750000
36,3,4,,56.9908674,40.9306046,1750000
66,1,2,,57.0363021,40.9470768,1750000
41,16,17,,56.9526351,41.0457159,1750000
42,3,5,5,57.009942,40.985828,1750000
38,3,9,5,57.0294878,40.9162017,1750000
49,1,4,,56.990077,40.999841,1750000
46,1,5,,56.96128,41.014836,1750000
47,5,5,5,57.0132702,40.97816,1750000
44,2,5,5,56.9998764,40.9881826,1750000
43,2,5,5,57.021901,41.015405,1750000
83,15,17,,56.9550749,40.9800691,1750000
46,5,5,,56.9709429,41.0002905,1750000
36,1,3,,56.9908674,40.9306046,1750000
45,1,5,,56.962501,40.9986109,1750000
31,3,5,5,57.024028,40.964584,1750000
44,2,5,,57.0177444,40.9619323,1750000
50,15,17,,57.0043478,40.9634236,1750000
45,2,5,,56.9879749,40.999015,1750000
54,4,4,,56.983693,41.0166789,1750000
45,6,9,,56.9580557,40.9686442,1750000
42,1,5,,56.968385,40.9716081,1750000
46,1,5,,56.9829631,40.9664745,1750000
43,2,17,,56.9535511,41.0474677,1750000
43,4,9,,56.958165,40.9880409,1750000
47,5,5,4,56.981273,40.9961389,1750000
46,5,5,4,56.994118,40.9884708,1750000
44,5,5,,56.959098,40.98957,1750000
35,1,5,,56.9908674,40.9306046,1750000
43,3,5,,56.976655,40.9659836,1750000
45,5,5,,56.9911049,40.9393216,1750000
61,2,5,5,57.0024657,40.9596822,1750000
33,4,5,,56.9744,40.9744806,1750000
45,1,5,4,56.954355,41.00214,1750000
43,1,5,,56.9668466,40.984714,1750000
37,2,16,,56.9744,40.9744806,1750000
37,2,16,,56.9744,40.9744806,1750000
60,1,4,5,56.9948221,41.0015019,1750000
40,4,5,,56.9762164,41.0453391,1750000
50,5,5,4,56.957664,41.0074709,1750000
55,3,5,5,57.046769,40.9402149,1750000
39,2,5,,56.9995902,41.0673398,1750000
39,1,5,5,57.00673,40.985698,1750000
35,16,20,,56.993567,40.993566,1754000
36,3,10,,56.989946,40.9714631,1755000
36,1,9,4,56.99216,40.9952619,1760000
36,14,17,,57.0313947,40.9212766,1760000
46,4,5,,56.99437,41.0079726,1760000
36,1,10,4,56.99216,40.9952619,1760000
51,3,5,,56.980002,40.930726,1760000
46,17,17,,56.9726955,41.0108145,1765000
39,7,17,,57.0336944,40.9177299,1765000
39,7,17,,57.0336944,40.9177299,1765000
39,8,17,,57.0336944,40.9177299,1765000
39,9,17,,57.0336944,40.9177299,1765000
39,10,17,,57.0336944,40.9177299,1765000
46,1,5,,56.9563534,41.039642,1765000
49,2,18,,57.0353706,40.9229154,1770000
49,2,17,,57.0353706,40.9229154,1770000
42,1,5,5,57.0103133,40.9838651,1770000
49,2,17,,57.0353706,40.9229154,1770000
49,2,17,,57.0349765,40.925136,1770000
49,2,17,,57.0349765,40.925136,1770000
49,2,18,,57.0353706,40.9229154,1770000
46,1,5,,56.958074,41.0129619,1770000
54,3,5,,56.9985225,41.0275604,1770000
39,7,10,,56.981177,40.993567,1773000
34,16,21,,56.993567,40.993566,1773000
48,14,17,,57.0353706,40.9229154,1774000
39,16,17,,57.0336944,40.9177299,1775000
38,11,17,,57.0336944,40.9177299,1775000
46,9,14,,57.0344665,40.9242812,1779000
46,12,14,,57.0344665,40.9242812,1779000
46,12,14,,57.0344665,40.9242812,1779000
37,11,17,,57.0313947,40.9212766,1780000
43,1,5,5,56.983345,40.966247,1780000
32,6,10,5,57.0173165,41.0178461,1780000
41,2,10,,57.0363449,40.982596,1780000
57,1,5,,56.966688,40.966207,1780000
43,1,5,5,57.012045,40.980648,1780000
57,5,5,,57.0095178,40.9723018,1780000
37,1,5,4,57.0314963,40.9215049,1780000
40,17,17,,57.0161915,40.9716018,1780000
35,6,12,5,57.0173165,41.0178461,1780000
61,1,5,5,57.023446,40.963548,1780000
45,9,9,5,56.963242,41.0200699,1780000
37,8,10,,56.9888949,40.9754689,1780000
68,2,2,,56.9752859,40.978288,1780000
42,16,16,,56.9533586,41.0461988,1780000
43,5,5,5,57.0353509,40.970889,1780000
43,2,5,,56.958696,41.0119729,1780000
43,1,5,,56.983518,40.965735,1780000
46,4,5,,56.99437,41.0079726,1780000
44,1,5,,56.989267,40.9669326,1780000
45,4,5,5,56.9967225,41.0101685,1780000
40,17,17,,57.0161915,40.9716018,1780000
36,8,9,,56.989946,40.9714631,1780000
44,9,9,,57.0268556,40.9258377,1782000
36,8,10,,56.989946,40.9714631,1783000
36,8,10,,56.989946,40.9714631,1784000
36,8,10,,56.9888949,40.9754689,1784000
34,4,9,,57.0003474,40.9958258,1785000
51,3,5,4,56.9571709,41.0141376,1790000
56,1,5,4,56.962766,41.004372,1790000
51,2,5,,57.015501,41.006169,1790000
58,3,9,5,56.9509009,40.9821342,1790000
46,3,17,,56.9726955,41.0108145,1790000
33,4,9,,57.0003474,40.9958258,1790000
41,1,10,5,56.9731761,40.9748751,1790000
42,2,5,,56.958696,41.0119729,1790000
42,2,5,,57.0235449,40.9576849,1790000
42,5,5,4,56.957809,41.0164202,1790000
39,1,9,,56.9746724,41.0074792,1793000
37,14,17,,57.0336944,40.9177299,1793000
50,1,5,5,57.042586,40.971627,1795000
38,17,17,,57.0336944,40.9177299,1795000
44,2,20,,56.993567,40.993566,1796000
44,2,20,,56.993567,40.993566,1796000
47,1,5,,56.961493,41.0079958,1799000
41,1,5,5,57.013737,40.9759072,1800000
40,5,5,,56.961218,40.998469,1800000
47,2,5,4,56.9682813,41.0062831,1800000
41,3,5,,57.027862,40.9578421,1800000
42,4,5,5,57.0033914,40.9581087,1800000
46,5,5,,56.9580657,40.9868019,1800000
45,4,5,4,56.9588797,41.0074644,1800000
52,8,20,8,57.0021522,40.996446,1800000
52,13,20,8,57.0021522,40.996446,1800000
52,9,20,8,57.0021522,40.996446,1800000
52,8,20,8,57.0021522,40.996446,1800000
52,7,20,8,57.0021522,40.996446,1800000
52,5,20,8,57.0021522,40.996446,1800000
52,4,20,8,57.0021522,40.996446,1800000
52,4,20,,57.0021522,40.996446,1800000
38,9,9,,56.9543409,41.0029078,1800000
46,2,17,,56.9726955,41.0108145,1800000
46,5,5,,57.0458649,40.94639,1800000
49,3,9,,56.9538093,41.1004371,1800000
30,5,5,5,57.0073167,40.9852316,1800000
33,4,9,,56.9845114,40.9894074,1800000
41,5,5,,56.9667653,41.0018895,1800000
82,1,2,,57.0178089,41.01931,1800000
60,6,9,,57.0077986,40.9480101,1800000
42,3,5,,56.976655,40.9659836,1800000
80,1,2,,56.972635,40.9775214,1800000
46,3,5,,56.963096,40.9871801,1800000
38,4,5,,57.0046111,40.9593147,1800000
39,4,5,,57.0046111,40.9593147,1800000
47,19,19,5,57.0292936,40.9151335,1800000
46,13,17,,56.9726955,41.0108145,1800000
43,4,5,,57.0143258,41.0159808,1800000
50,1,5,,56.9693374,41.0001979,1800000
50,3,5,4,56.971774,40.998693,1800000
39,9,9,4,56.954927,41.001115,1800000
50,5,5,4,56.957664,41.0074709,1800000
35,2,5,,57.027862,40.9578421,1800000
41,3,5,5,57.010328,40.9936269,1800000
48,5,5,5,57.014147,40.9678929,1800000
38,17,17,,57.0336944,40.9177299,1800000
42,3,5,5,57.0249495,40.9645175,1800000
39,6,14,5,56.998916,40.9970414,1800000
52,4,20,8,57.0021522,40.996446,1800000
52,5,20,8,57.0021522,40.996446,1800000
52,9,20,8,57.0021522,40.996446,1800000
42,13,17,,57.0043478,40.9634236,1800000
44,7,9,,56.96424,40.9994641,1800000
46,2,5,,56.9807732,40.9678354,1800000
46,2,5,,56.9807732,40.9678354,1800000
46,2,5,,56.9807732,40.9678354,1800000
46,2,5,,56.9807732,40.9678354,1800000
46,2,5,,56.9807732,40.9678354,1800000
53,1,5,,56.9544861,41.1000982,1800000
43,5,5,,56.9852402,40.989739,1800000
45,2,5,,56.9602211,41.0086945,1800000
47,2,5,,57.0241262,40.9671643,1800000
52,8,20,8,57.0021522,40.996446,1800000
52,9,20,8,57.0021522,40.996446,1800000
54,3,9,,56.994119,41.0245109,1800000
63,1,4,,56.990077,40.999841,1800000
35,5,10,,56.997419,40.953456,1800000
43,4,5,,57.020022,40.964068,1800000
59,1,3,5,56.967431,40.974205,1800000
51,3,5,,57.003795,40.930499,1800000
44,10,17,,57.0043478,40.9634236,1800000
50,2,2,,56.989267,40.9669326,1800000
41,3,5,,56.9575294,41.0056724,1800000
43,2,5,,56.9972299,40.958475,1800000
45,5,5,,57.0140441,41.0178378,1800000
41,1,5,5,57.0208695,40.9541358,1800000
61,3,3,5,57.024853,41.010658,1800000
49,2,5,4,56.953787,41.0028389,1800000
49,2,5,,56.9551383,41.0037303,1800000
40,2,9,,56.9746724,41.0074792,1801000
40,4,9,,56.9746724,41.0074792,1801000
40,6,9,,56.9746724,41.0074792,1801000
40,7,9,,56.9746724,41.0074792,1801000
40,8,9,,56.9746724,41.0074792,1801000
40,9,9,,56.9746724,41.0074792,1801000
47,5,5,,56.9563534,41.039642,1805000
47,5,5,,56.9563534,41.039642,1805000
38,17,17,,57.0336944,40.9177299,1805000
46,4,5,,56.9536959,41.0432389,1806000
47,3,5,,56.9563534,41.039642,1809000
56,5,5,,57.007612,40.949318,1810000
40,2,9,,56.9746724,41.0074792,1811000
40,3,9,,56.9746724,41.0074792,1811000
40,4,9,,56.9746724,41.0074792,1811000
40,5,9,,56.9746724,41.0074792,1811000
40,6,9,,56.9746724,41.0074792,1811000
40,8,9,,56.9746724,41.0074792,1811000
40,9,9,,56.9746724,41.0074792,1811000
40,1,9,,56.9746724,41.0074792,1814000
40,3,9,,56.9746724,41.0074792,1814000
40,5,9,,56.9746724,41.0074792,1814000
41,5,17,,57.0336944,40.9177299,1815000
36,4,21,,56.993567,40.993566,1815000
36,4,20,,56.993567,40.993566,1815000
45,2,5,,56.9563534,41.039642,1816000
45,4,5,,56.9563534,41.039642,1816000
45,4,5,,56.9563534,41.039642,1816000
38,2,10,,56.989946,40.9714631,1817000
40,17,17,,57.0174506,40.9797547,1820000
44,1,5,4,57.0198529,40.959945,1820000
45,2,18,,57.0031029,40.9909373,1820000
44,3,5,,56.9668466,40.984714,1820000
42,2,5,,56.9575259,40.985829,1820000
43,5,17,,57.0336944,40.9177299,1820000
43,1,5,4,57.007235,40.9567271,1820000
42,6,9,5,56.9835534,40.9930157,1820000
44,2,20,,56.9937603,40.9913931,1821000
40,2,9,,56.9746724,41.0074792,1822000
40,3,9,,56.9746724,41.0074792,1822000
40,4,9,,56.9746724,41.0074792,1822000
40,6,9,,56.9746724,41.0074792,1822000
40,7,9,,56.9746724,41.0074792,1822000
40,8,9,,56.9746724,41.0074792,1822000
40,9,9,,56.9746724,41.0074792,1822000
48,15,17,,57.0349765,40.925136,1823000
48,17,17,,57.0349765,40.925136,1823000
48,15,17,,57.0349765,40.925136,1823000
45,12,18,,57.0031029,40.9909373,1824000
45,13,18,,57.0031029,40.9909373,1824000
45,14,18,,57.0031029,40.9909373,1824000
45,15,18,,57.0031029,40.9909373,1824000
45,17,18,,57.0031029,40.9909373,1824000
45,18,18,,57.0031029,40.9909373,1824000
38,2,10,,56.981177,40.993567,1824000
44,1,5,,56.983518,40.965735,1825000
56,1,14,,57.0349765,40.925136,1825000
35,8,20,,56.993567,40.993566,1825000
48,5,5,4,56.987938,41.0049041,1830000
55,5,5,5,57.007612,40.949318,1830000
48,19,19,5,57.0292936,40.9151335,1830000
32,4,4,,56.9949249,40.9906394,1830000
40,2,17,4,56.998856,40.941021,1830000
58,1,5,,56.9570864,40.9969447,1830000
53,4,4,5,56.9721138,41.0492459,1830000
45,1,5,5,56.995827,41.006998,1830000
45,4,5,4,56.982946,40.96029,1830000
45,1,5,5,56.995827,41.006998,1830000
50,8,9,,57.0077986,40.9480101,1830000
38,6,10,,56.989946,40.9714631,1832000
46,5,5,,56.990151,40.9335566,1835000
44,3,5,,56.9563534,41.039642,1835000
38,5,10,,56.989946,40.9714631,1836000
45,1,8,,57.001397,40.935546,1838000
44,2,21,,56.993567,40.993566,1839000
34,3,14,5,57.0173165,41.0178461,1840000
46,2,19,5,57.0292936,40.9151335,1840000
40,1,10,,56.968472,40.9937843,1840000
39,3,14,5,56.998916,40.9970414,1840000
39,9,14,,56.9660308,41.0210189,1840000
47,4,5,,56.9662839,40.9742463,1840000
46,2,19,5,57.0292936,40.9151335,1840000
46,3,19,5,57.0292936,40.9151335,1840000
46,4,19,5,57.0292936,40.9151335,1840000
46,5,19,5,57.0292936,40.9151335,1840000
46,6,19,5,57.0292936,40.9151335,1840000
46,7,19,5,57.0292936,40.9151335,1840000
46,8,19,5,57.0292936,40.9151335,1840000
46,9,19,5,57.0292936,40.9151335,1840000
46,10,19,5,57.0292936,40.9151335,1840000
46,11,19,5,57.0292936,40.9151335,1840000
46,12,19,5,57.0292936,40.9151335,1840000
46,13,19,5,57.0292936,40.9151335,1840000
46,14,19,5,57.0292936,40.9151335,1840000
46,3,19,5,57.0292936,40.9151335,1840000
46,4,19,5,57.0292936,40.9151335,1840000
46,5,19,5,57.0292936,40.9151335,1840000
46,6,19,5,57.0292936,40.9151335,1840000
46,7,19,5,57.0292936,40.9151335,1840000
46,8,19,5,57.0292936,40.9151335,1840000
46,10,19,5,57.0292936,40.9151335,1840000
46,11,19,5,57.0292936,40.9151335,1840000
46,12,19,5,57.0292936,40.9151335,1840000
46,13,19,5,57.0292936,40.9151335,1840000
46,14,19,5,57.0292936,40.9151335,1840000
46,10,19,,57.0268556,40.9258377,1840000
46,11,19,,57.0268556,40.9258377,1840000
46,12,19,,57.0268556,40.9258377,1840000
39,9,14,,56.9660308,41.0210189,1840000
39,9,14,,56.9660308,41.0210189,1840000
39,14,14,,56.9660308,41.0210189,1840000
40,9,14,,56.9660308,41.0210189,1840000
42,5,5,5,56.9967225,41.0101685,1840000
48,13,16,,57.0353706,40.9229154,1840000
49,15,17,,57.0349765,40.925136,1841000
49,17,17,,57.0349765,40.925136,1841000
46,19,19,5,57.0292936,40.9151335,1845000
47,2,14,,56.971523,40.9709699,1846000
47,2,14,,56.971523,40.9709699,1846000
47,2,14,,56.971523,40.9709699,1846000
36,7,10,,56.989946,40.9714631,1847000
54,7,18,,56.966161,41.0253887,1849000
54,4,18,,56.966161,41.0253887,1849000
54,6,9,4,57.0113834,40.9397714,1850000
46,1,5,4,57.0034303,40.9276265,1850000
55,1,5,,57.0064833,41.0242754,1850000
39,3,5,4,56.972996,41.0034371,1850000
58,1,2,,56.999405,40.9516079,1850000
46,3,5,,56.9541191,41.1001183,1850000
41,2,17,4,56.998856,40.941021,1850000
45,3,5,5,56.9887202,41.0272913,1850000
35,4,9,5,56.999533,40.995416,1850000
39,3,5,,56.972548,41.001969,1850000
46,2,4,,56.9999879,40.9712345,1850000
40,4,9,5,56.993346,41.003461,1850000
45,5,5,5,57.0140441,41.0178378,1850000
35,3,9,,56.9537594,41.0558755,1850000
50,5,5,,56.957664,41.0074709,1850000
43,4,5,4,56.9682609,40.9638895,1850000
48,5,6,5,57.014147,40.9678929,1850000
45,5,5,,56.963708,41.0138891,1850000
47,9,9,,56.985057,41.028394,1850000
60,1,5,5,57.023446,40.963548,1850000
44,1,5,4,56.987272,41.033933,1850000
53,3,5,,56.970107,41.0139273,1850000
43,2,5,5,57.0161842,41.0219127,1850000
45,2,5,,56.988067,41.000569,1850000
47,19,19,5,57.0292936,40.9151335,1850000
37,7,9,5,57.0036111,40.9295043,1850000
62,1,5,,56.9602211,41.0086945,1850000
60,1,5,5,57.032381,40.987962,1850000
44,1,5,,56.962573,41.019378,1850000
50,14,17,,56.9533586,41.0461988,1850000
48,1,5,4,56.961493,41.0079958,1850000
53,2,5,5,56.9866373,40.9586509,1850000
45,4,9,6,57.0365557,40.9845248,1850000
45,5,5,4,57.0222837,41.011925,1850000
52,6,9,4,57.0113834,40.9397714,1850000
58,5,5,4,56.958341,41.020754,1850000
47,19,19,,57.0293579,40.9173785,1850000
49,4,5,,57.0426893,40.9627739,1850000
45,1,5,,56.9633693,40.9940312,1850000
44,5,5,,56.989267,40.9669326,1850000
39,8,16,4,56.963554,40.971646,1850000
37,4,9,5,56.993346,41.003461,1850000
42,4,5,,56.966821,40.962173,1850000
44,5,5,5,57.0132702,40.97816,1850000
37,9,9,,57.0145525,40.9650242,1850000
52,1,5,,56.9660859,40.9857853,1850000
42,3,5,4,56.9697876,40.9751663,1850000
45,5,5,,56.959337,40.986308,1850000
45,3,5,,57.032064,40.96787,1850000
43,5,5,5,57.0139949,40.984027,1850000
45,3,5,5,56.980575,40.96987,1850000
49,5,5,,56.9994097,40.9848663,1850000
41,5,5,,56.9716937,40.973705,1850000
52,3,18,,56.9980842,40.9835415,1852000
52,9,19,,57.0031881,40.9909964,1862000
35,12,21,,56.993567,40.993566,1862000
35,16,21,,56.993567,40.993566,1862000
44,10,21,,56.993567,40.993566,1865000
48,1,5,,56.9536959,41.0432389,1865000
35,10,20,,56.993567,40.993566,1867000
43,4,5,5,56.9628314,41.0097165,1870000
34,9,10,,56.985057,41.028394,1870000
51,5,5,,56.990151,40.9335566,1870000
40,9,10,,56.989946,40.9714631,1870000
48,4,10,,57.001397,40.935546,1870000
39,4,10,,57.015754,41.0175009,1870000
50,9,18,,57.0016645,40.994006,1870000
49,9,17,,57.0353706,40.9229154,1870000
46,8,9,,56.9626658,40.9967426,1870000
36,2,9,,56.9798141,40.9798948,1870000
43,1,10,,56.981177,40.993567,1872000
36,9,21,,56.993567,40.993566,1872000
48,2,5,,56.9563534,41.039642,1875000
39,9,10,,56.989946,40.9714631,1877000
36,8,20,,56.993567,40.993566,1877000
44,4,5,5,57.013406,40.979003,1880000
44,3,5,4,56.958341,41.020754,1880000
42,3,5,,56.9990761,40.9952407,1880000
49,4,4,5,56.9789916,40.9791653,1880000
47,8,9,,56.9626658,40.9967426,1880000
35,2,9,5,57.0076305,40.9873989,1880000
46,16,17,,57.0003851,40.9786698,1880000
47,4,10,,57.0316986,40.9216607,1880000
44,4,5,,57.0077986,40.9480101,1880000
46,8,9,,56.9627332,40.9964111,1880000
55,1,14,,57.0344665,40.9242812,1881000
45,8,8,,57.001397,40.935546,1884000
47,5,8,,57.001397,40.935546,1884000
47,7,8,,57.001397,40.935546,1884000
45,2,8,,57.001397,40.935546,1884000
45,3,8,,57.001397,40.935546,1884000
45,6,8,,57.001397,40.935546,1884000
45,8,8,,57.001397,40.935546,1884000
50,5,5,4,56.9751211,41.0467849,1890000
39,6,14,5,56.998916,40.9970414,1890000
39,3,14,5,56.998916,40.9970414,1890000
44,4,5,5,56.984458,40.9617379,1890000
40,3,5,6,57.0060749,40.9593774,1890000
51,1,9,,56.9679459,40.9988814,1890000
41,12,17,,56.9979968,40.9435125,1890000
58,1,5,,56.9744,40.9744806,1890000
80,1,4,5,57.010532,40.9963039,1890000
34,5,9,5,57.017462,41.0189499,1890000
58,1,5,,56.9569013,40.9910269,1890000
44,5,5,,56.9633693,40.9940312,1890000
41,7,10,5,57.0295792,40.9218363,1899000
49,2,3,5,57.0010787,40.9544227,1900000
54,6,9,4,57.0113834,40.9397714,1900000
64,5,5,5,56.989063,41.002415,1900000
50,1,5,4,56.961118,41.022305,1900000
45,4,14,5,56.998916,40.9970414,1900000
79,1,2,5,56.972635,40.9775214,1900000
38,1,5,,56.958696,41.0119729,1900000
41,8,14,,56.975195,40.9741038,1900000
41,8,14,,56.9737395,40.9811957,1900000
50,3,5,5,56.9848815,40.9926268,1900000
43,2,5,,56.970721,40.9681559,1900000
42,4,5,,56.966821,40.962173,1900000
36,2,16,,56.9564638,41.0412516,1900000
44,6,9,,56.963312,41.0035,1900000
50,2,5,4,57.0369426,40.9100915,1900000
61,5,5,,56.973844,41.003806,1900000
45,4,5,,56.974356,40.9992977,1900000
41,4,5,5,57.0132126,40.9733958,1900000
42,4,5,,57.0100256,40.9795236,1900000
37,1,9,,57.0235449,40.9576849,1900000
50,1,5,,56.989968,41.0024319,1900000
38,2,5,5,56.9799942,40.9692275,1900000
56,5,5,5,57.0034185,40.9641938,1900000
55,2,2,,56.9948251,41.0049143,1900000
57,2,5,4,56.9837042,40.9966662,1900000
64,5,5,,56.990856,40.931536,1900000
54,2,4,5,57.0023767,40.9633909,1900000
43,4,5,5,57.0033914,40.9581087,1900000
58,2,5,4,57.037804,40.910851,1900000
55,5,5,,57.0028513,40.9657413,1900000
64,4,5,4,57.00597,40.958611,1900000
62,1,5,4,56.957982,41.0191918,1900000
41,1,9,,56.9924659,40.9677699,1900000
44,4,5,,57.027862,40.9578421,1900000
39,2,5,,56.961955,40.9912419,1900000
37,5,9,5,57.017462,41.0189499,1900000
41,8,14,,56.9737395,40.9811957,1900000
41,8,14,,56.9737395,40.9811957,1900000
58,5,5,5,57.0034185,40.9641938,1900000
58,5,5,,56.9974749,40.9751754,1900000
50,1,9,,56.9536959,41.0432389,1900000
42,2,5,5,57.010526,40.999606,1900000
48,2,5,5,57.0078662,40.9486011,1900000
41,4,5,,57.027862,40.9578421,1900000
62,5,5,5,56.970375,40.96225,1900000
41,5,5,5,56.9745295,40.9658301,1900000
61,5,5,,56.973844,41.003806,1900000
49,2,5,4,57.007235,40.9567271,1900000
48,2,5,5,56.9803018,40.954504,1900000
39,2,5,,56.961955,40.9912419,1900000
36,8,9,,56.9798141,40.9798948,1900000
47,12,17,,57.0031029,40.9909373,1902000
47,13,17,,57.0031029,40.9909373,1902000
47,14,17,,57.0031029,40.9909373,1902000
47,15,17,,57.0031029,40.9909373,1902000
47,16,17,,57.0031029,40.9909373,1902000
47,17,17,,57.0031029,40.9909373,1902000
36,7,9,,56.9798141,40.9798948,1906000
36,6,9,,56.9798141,40.9798948,1906000
36,5,9,,56.9798141,40.9798948,1906000
44,2,21,,56.993567,40.993566,1908000
44,2,21,,56.993567,40.993566,1908000
47,2,18,,57.0031029,40.9909373,1914000
47,3,17,,57.0031029,40.9909373,1914000
